Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
134141,CVE-2020-8597,7.5,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : ppp (ELSA-2020-0630),The remote Oracle Linux host is missing one or more security updates.,"From Red Hat Security Advisory 2020:0630 :

An update for ppp is now available for Red Hat Enterprise Linux 7.

Red Hat Product Security has rated this update as having a security impact of Important. A Common Vulnerability Scoring System (CVSS) base score, which gives a detailed severity rating, is available for each vulnerability from the CVE link(s) in the References section.

The ppp packages contain the Point-to-Point Protocol (PPP) daemon and documentation for PPP support. The PPP protocol provides a method for transmitting datagrams over serial point-to-point links. PPP is usually used to dial in to an Internet Service Provider (ISP) or other organization over a modem and phone line.

Security Fix(es) :

* ppp: Buffer overflow in the eap_request and eap_response functions in eap.c (CVE-2020-8597)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.",Update the affected ppp packages.,https://oss.oracle.com/pipermail/el-errata/2020-February/009666.html,"
Remote package installed : ppp-2.4.5-33.el7
Should be                : ppp-2.4.5-34.el7_7

",,9.8,5.9,8.8,6.7,High,,RHSA:2020:0630;CEA-ID:CEA-2020-0025,,28-02-20,06-12-22,,,
134359,CVE-2019-5482,7.5,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : curl (ELSA-2020-5562),The remote Oracle Linux host is missing one or more security updates.,"Description of changes:

[7.29.0-54.0.5.el7_7.2]
- Fix TFTP small blocksize heap buffer overflow (https://curl.haxx.se/docs/CVE-2019-5482.html)[CVE-2019-5482][Orabug:30568724]",Update the affected curl packages.,https://oss.oracle.com/pipermail/el-errata/2020-March/009685.html,"
Remote package installed : curl-7.29.0-46.el7
Should be                : curl-7.29.0-54.0.5.el7_7.2

Remote package installed : libcurl-7.29.0-46.el7
Should be                : libcurl-7.29.0-54.0.5.el7_7.2

",,9.8,5.5,8.5,6.7,High,,,,10-03-20,12-03-20,,,
141238,CVE-2017-12652,7.5,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : libpng (ELSA-2020-3901),The remote Oracle Linux host is missing a security update.,"The remote Oracle Linux 7 host has packages installed that are affected by a vulnerability as referenced in the ELSA-2020-3901 advisory.

  - libpng before 1.6.32 does not properly check the length of chunks against the user limit. (CVE-2017-12652)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.","Update the affected libpng, libpng-devel and / or libpng-static packages.",http://linux.oracle.com/errata/ELSA-2020-3901.html,"
Remote package installed : libpng-1.5.13-7.el7_2
Should be                : libpng-1.5.13-8.el7

",,9.8,5.5,8.5,5.9,High,109269,,,07-10-20,09-10-20,,,
144206,CVE-2020-0452,7.5,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : libexif (ELSA-2020-5402),The remote Oracle Linux host is missing a security update.,"The remote Oracle Linux 7 host has packages installed that are affected by a vulnerability as referenced in the ELSA-2020-5402 advisory.

  - In exif_entry_get_value of exif-entry.c, there is a possible out of bounds write due to an integer     overflow. This could lead to remote code execution if a third party app used this library to process     remote image data with no additional execution privileges needed. User interaction is not needed for     exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11 Android-8.0Android ID:
    A-159625731 (CVE-2020-0452)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.","Update the affected libexif, libexif-devel and / or libexif-doc packages.",https://linux.oracle.com/errata/ELSA-2020-5402.html,"
Remote package installed : libexif-0.6.21-6.el7
Should be                : libexif-0.6.22-2.el7_9

",,9.8,5.5,8.5,5.9,High,,,,14-12-20,16-12-20,,,
152907,CVE-2021-31535,7.5,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : libX11 (ELSA-2021-3296),The remote Oracle Linux host is missing a security update.,"The remote Oracle Linux 7 host has packages installed that are affected by a vulnerability as referenced in the ELSA-2021-3296 advisory.

  - LookupCol.c in X.Org X through X11R7.7 and libX11 before 1.7.1 might allow remote attackers to execute     arbitrary code. The libX11 XLookupColor request (intended for server-side color lookup) contains a flaw     allowing a client to send color-name requests with a name longer than the maximum size allowed by the     protocol (and also longer than the maximum packet size for normal-sized packets). The user-controlled data     exceeding the maximum size is then interpreted by the server as additional X protocol requests and     executed, e.g., to disable X server authorization completely. For example, if the victim encounters     malicious terminal control sequences for color codes, then the attacker may be able to take full control     of the running graphical session. (CVE-2021-31535)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.","Update the affected libX11, libX11-common and / or libX11-devel packages.",https://linux.oracle.com/errata/ELSA-2021-3296.html,"
Remote package installed : libX11-1.6.5-1.el7
Should be                : libX11-1.6.7-4.el7_9

Remote package installed : libX11-common-1.6.5-1.el7
Should be                : libX11-common-1.6.7-4.el7_9

Remote package installed : libX11-devel-1.6.5-1.el7
Should be                : libX11-devel-1.6.7-4.el7_9

",,9.8,5.9,8.8,6.7,High,,,,30-08-21,31-08-21,,,
154096,CVE-2016-4658,10,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : libxml2 (ELSA-2021-3810),The remote Oracle Linux host is missing a security update.,"The remote Oracle Linux 7 host has packages installed that are affected by a vulnerability as referenced in the ELSA-2021-3810 advisory.

  - xpointer.c in libxml2 before 2.9.5 (as used in Apple iOS before 10, OS X before 10.12, tvOS before 10, and     watchOS before 3, and other products) does not forbid namespace nodes in XPointer ranges, which allows     remote attackers to execute arbitrary code or cause a denial of service (use-after-free and memory     corruption) via a crafted XML document. (CVE-2016-4658)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",Update the affected packages.,https://linux.oracle.com/errata/ELSA-2021-3810.html,"
Remote package installed : libxml2-2.9.1-6.0.1.el7_2.3
Should be                : libxml2-2.9.1-6.0.3.el7_9.6

Remote package installed : libxml2-python-2.9.1-6.0.1.el7_2.3
Should be                : libxml2-python-2.9.1-6.0.3.el7_9.6

",,9.8,7.4,8.5,5.9,Critical,,,,13-10-21,13-10-21,,,
156860,CVE-2019-17571,9,Critical,10.101.101.176,tcp,0,Apache Log4j 1.x Multiple Vulnerabilities,A logging library running on the remote host has multiple vulnerabilities.,"According to its self-reported version number, the installation of Apache Log4j on the remote host is 1.x and is no longer supported. Log4j reached its end of life prior to 2016. Additionally, Log4j 1.x is affected by multiple vulnerabilities, including :

  - Log4j includes a SocketServer that accepts serialized log events and deserializes them without verifying whether     the objects are allowed or not. This can provide an attack vector that can be exploited. (CVE-2019-17571)

  - Improper validation of certificate with host mismatch in Apache Log4j SMTP appender. This could allow an SMTPS     connection to be intercepted by a man-in-the-middle attack which could leak any log messages sent through that     appender. (CVE-2020-9488)

  - JMSSink uses JNDI in an unprotected manner allowing any application using the JMSSink to be vulnerable if it is     configured to reference an untrusted site or if the site referenced can be accesseed by the attacker.
    (CVE-2022-23302)

Lack of support implies that no new security patches for the product will be released by the vendor. As a result, it is likely to contain security vulnerabilities.","Upgrade to a version of Apache Log4j that is currently supported.

Upgrading to the latest versions for Apache Log4j is highly recommended as intermediate versions / patches have known high severity vulnerabilities and the vendor is updating their advisories often as new research and knowledge about the impact of Log4j is discovered. Refer to https://logging.apache.org/log4j/2.x/security.html for the latest versions.",https://logging.apache.org/log4j/1.2/,"
  Path              : /u01/app/oracle/product/12.1.0/dbhome_1/ccr/lib/log4j-core.jar
  Installed version : 1.1.1
",,9.8,6.7,8.5,7.4,High,,CEA-ID:CEA-2021-0004;CEA-ID:CEA-2021-0025,,19-01-22,13-03-23,,,
162676,CVE-2020-26116,7.5,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : python (ELSA-2022-5235),The remote Oracle Linux host is missing one or more security updates.,"The remote Oracle Linux 7 host has packages installed that are affected by multiple vulnerabilities as referenced in the ELSA-2022-5235 advisory.

  - urllib3 before 1.25.9 allows CRLF injection if the attacker controls the HTTP request method, as     demonstrated by inserting CR and LF control characters in the first argument of putrequest(). NOTE: this     is similar to CVE-2020-26116. (CVE-2020-26137)

  - http.client in Python 3.x before 3.5.10, 3.6.x before 3.6.12, 3.7.x before 3.7.9, and 3.8.x before 3.8.5     allows CRLF injection if the attacker controls the HTTP request method, as demonstrated by inserting CR     and LF control characters in the first argument of HTTPConnection.request. (CVE-2020-26116)

  - Python 3.x through 3.9.1 has a buffer overflow in PyCArg_repr in _ctypes/callproc.c, which may lead to     remote code execution in certain Python applications that accept floating-point numbers as untrusted     input, as demonstrated by a 1e300 argument to c_double.from_param. This occurs because sprintf is used     unsafely. (CVE-2021-3177)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.",Update the affected packages.,https://linux.oracle.com/errata/ELSA-2022-5235.html,"
Remote package installed : python-2.7.5-68.0.1.el7
Should be                : python-2.7.5-92.0.1.el7_9

Remote package installed : python-libs-2.7.5-68.0.1.el7
Should be                : python-libs-2.7.5-92.0.1.el7_9

",I,9.8,5.5,8.5,7.4,High,,IAVA:2021-A-0052-S;IAVA:2020-A-0340-S,,01-07-22,01-07-22,,,
164437,CVE-2022-2526,10,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : systemd (ELSA-2022-6160),The remote Oracle Linux host is missing a security update.,"The remote Oracle Linux 7 host has packages installed that are affected by a vulnerability as referenced in the ELSA-2022-6160 advisory.

  - systemd-resolved: use-after-free when dealing with DnsStream in resolved-dns-stream.c (CVE-2022-2526)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",Update the affected packages.,https://linux.oracle.com/errata/ELSA-2022-6160.html,"
Remote package installed : libgudev1-219-57.0.1.el7
Should be                : libgudev1-219-78.0.9.el7_9.7

Remote package installed : systemd-219-57.0.1.el7
Should be                : systemd-219-78.0.9.el7_9.7

Remote package installed : systemd-libs-219-57.0.1.el7
Should be                : systemd-libs-219-78.0.9.el7_9.7

Remote package installed : systemd-python-219-57.0.1.el7
Should be                : systemd-python-219-78.0.9.el7_9.7

Remote package installed : systemd-sysv-219-57.0.1.el7
Should be                : systemd-sysv-219-78.0.9.el7_9.7

",,9.8,7.4,8.5,6.7,Critical,,,,25-08-22,06-12-22,,,
172242,CVE-2022-37434,10,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : zlib (ELSA-2023-1095),The remote Oracle Linux host is missing a security update.,"The remote Oracle Linux 7 host has packages installed that are affected by a vulnerability as referenced in the ELSA-2023-1095 advisory.

  - zlib through 1.2.12 has a heap-based buffer over-read or buffer overflow in inflate in inflate.c via a     large gzip header extra field. NOTE: only applications that call inflateGetHeader are affected. Some     common applications bundle the affected zlib source code but may be unable to call inflateGetHeader (e.g.,     see the nodejs/node reference). (CVE-2022-37434)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",Update the affected packages.,https://linux.oracle.com/errata/ELSA-2023-1095.html,"
Remote package installed : zlib-1.2.7-17.el7
Should be                : zlib-1.2.7-21.el7_9

",,9.8,7.4,8.5,8.4,Critical,,,,07-03-23,08-03-23,,,
175023,CVE-2023-1999,7.5,High,10.101.101.176,tcp,0,Oracle Linux 7 : libwebp (ELSA-2023-2077),The remote Oracle Linux host is missing a security update.,"The remote Oracle Linux 7 host has packages installed that are affected by a vulnerability as referenced in the ELSA-2023-2077 advisory.

  - A double-free in libwebp could have led to memory corruption and a potentially exploitable crash.
    (CVE-2023-1999)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",Update the affected packages.,https://linux.oracle.com/errata/ELSA-2023-2077.html,"
Remote package installed : libwebp-0.3.0-7.el7
Should be                : libwebp-0.3.0-11.el7

",,9.8,5.5,8.5,8.4,High,,,,02-05-23,21-06-23,,,
127606,CVE-2019-3862,6.4,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : libssh2 (ELSA-2019-1884),The remote Oracle Linux host is missing one or more security updates.,"From Red Hat Security Advisory 2019:1884 :

An update for libssh2 is now available for Red Hat Enterprise Linux 7.

Red Hat Product Security has rated this update as having a security impact of Moderate. A Common Vulnerability Scoring System (CVSS) base score, which gives a detailed severity rating, is available for each vulnerability from the CVE link(s) in the References section.

The libssh2 packages provide a library that implements the SSH2 protocol.

Security Fix(es) :

* libssh2: Out-of-bounds memory comparison with specially crafted message channel request (CVE-2019-3862)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.",Update the affected libssh2 packages.,https://oss.oracle.com/pipermail/el-errata/2019-July/008928.html,"
Remote package installed : libssh2-1.4.3-10.el7_2.1
Should be                : libssh2-1.4.3-12.0.1.el7_6.3

",,9.1,4.7,7.9,6.7,Medium,,RHSA:2019:1884,,12-08-19,06-01-20,,,
137531,CVE-2020-13112,6.4,Critical,10.101.101.176,tcp,0,Oracle Linux 7 : libexif (ELSA-2020-2549),The remote Oracle Linux host is missing one or more security updates.,"From Red Hat Security Advisory 2020:2549 :

The remote Redhat Enterprise Linux 7 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2020:2549 advisory.

  - libexif: several buffer over-reads in EXIF MakerNote     handling can lead to information disclosure and DoS     (CVE-2020-13112)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",Update the affected libexif packages.,https://oss.oracle.com/pipermail/el-errata/2020-June/010057.html,"
Remote package installed : libexif-0.6.21-6.el7
Should be                : libexif-0.6.21-7.el7_8

",,9.1,4.7,7.9,5.2,Medium,,RHSA:2020:2549,,17-06-20,22-06-20,,,
109154,CVE-2018-5146,6.8,High,10.101.101.176,tcp,0,Oracle Linux 7 : libvorbis (ELSA-2018-1058),The remote Oracle Linux host is missing one or more security updates.,"From Red Hat Security Advisory 2018:1058 :

An update for libvorbis is now available for Red Hat Enterprise Linux 7.

Red Hat Product Security has rated this update as having a security impact of Important. A Common Vulnerability Scoring System (CVSS) base score, which gives a detailed severity rating, is available for each vulnerability from the CVE link(s) in the References section.

The libvorbis package contains runtime libraries for use in programs that support Ogg Vorbis, a fully open, non-proprietary, patent- and royalty-free, general-purpose compressed format for audio and music at fixed and variable bitrates.

Security Fix(es) :

* Mozilla: Vorbis audio processing out of bounds write (MFSA 2018-08) (CVE-2018-5146)

For more details about the security issue(s), including the impact, a CVSS score, and other related information, refer to the CVE page(s) listed in the References section.

Red Hat would like to thank the Mozilla Project for reporting this issue. Upstream acknowledges Richard Zhu via Trend Micro's Zero Day Initiative as the original reporter.",Update the affected libvorbis packages.,https://oss.oracle.com/pipermail/el-errata/2018-April/007625.html,"
Remote package installed : libvorbis-1.3.3-8.el7
Should be                : libvorbis-1.3.3-8.el7.1

",,8.8,,,5.9,Medium,,RHSA:2018:1058,,19-04-18,27-09-19,,,
117767,CVE-2018-6560,4.6,High,10.101.101.176,tcp,0,Oracle Linux 7 : flatpak (ELSA-2018-2766),The remote Oracle Linux host is missing one or more security updates.,"From Red Hat Security Advisory 2018:2766 :

An update for flatpak is now available for Red Hat Enterprise Linux 7.

Red Hat Product Security has rated this update as having a security impact of Moderate. A Common Vulnerability Scoring System (CVSS) base score, which gives a detailed severity rating, is available for each vulnerability from the CVE link(s) in the References section.

Flatpak is a system for building, distributing, and running sandboxed desktop applications on Linux.

Security Fix(es) :

* flatpak: sandbox escape in D-Bus filtering by a crafted authentication handshake (CVE-2018-6560)

For more details about the security issue(s), including the impact, a CVSS score, and other related information, refer to the CVE page(s) listed in the References section.",Update the affected flatpak packages.,https://oss.oracle.com/pipermail/el-errata/2018-September/008050.html,"
Remote package installed : flatpak-0.8.8-3.el7
Should be                : flatpak-0.8.8-4.el7_5

Remote package installed : flatpak-libs-0.8.8-3.el7
Should be                : flatpak-libs-0.8.8-4.el7_5

",,8.8,3.4,7.7,6.5,Medium,,RHSA:2018:2766,,27-09-18,03-03-22,,,
